phenocode	name	category	n_cases	n_controls	path_bucket	path_https
CD2_LYMPHOID_LEUKAEMIA	Lymphoid leukaemia	Other	198	96301	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_LYMPHOID_LEUKAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_LYMPHOID_LEUKAEMIA.gz
CD2_LYMPHOID_LEUKAEMIA_EXALLC	Lymphoid leukaemia (ICD C excluded)	Other	198	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_LYMPHOID_LEUKAEMIA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_LYMPHOID_LEUKAEMIA_EXALLC.gz
CD2_MULTIPLE_MYELOMA_PLASMA_CELL	Multiple myeloma and malignant plasma cell neoplasms	Other	180	96319	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_MULTIPLE_MYELOMA_PLASMA_CELL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_MULTIPLE_MYELOMA_PLASMA_CELL.gz
CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC	Multiple myeloma and malignant plasma cell neoplasms (ICD C excluded)	Other	180	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC.gz
CD2_NONFOLLICULAR_LYMPHOMA	Non-follicular lymphoma	Other	344	96155	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_NONFOLLICULAR_LYMPHOMA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_NONFOLLICULAR_LYMPHOMA.gz
CD2_NONFOLLICULAR_LYMPHOMA_EXALLC	Non-follicular lymphoma (ICD C excluded)	Other	344	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_NONFOLLICULAR_LYMPHOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_NONFOLLICULAR_LYMPHOMA_EXALLC.gz
CD2_NONHODGKIN_NAS	Other and unspecified types of non-Hodgkin lymphoma	Other	155	96344	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_NONHODGKIN_NAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_NONHODGKIN_NAS.gz
CD2_NONHODGKIN_NAS_EXALLC	Other and unspecified types of non-Hodgkin lymphoma (ICD C excluded)	Other	155	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_NONHODGKIN_NAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_NONHODGKIN_NAS_EXALLC.gz
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	Other	1001	95498	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC.gz
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC	Primary_lymphoid and hematopoietic malignant neoplasms (ICD C excluded)	Other	1001	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC.gz
CHILDHOOD_ALLERGY	Childhood allergy (age < 16)	Other	787	95653	gs://finngen-public-data-r2/summary_stats/finngen_r2_CHILDHOOD_ALLERGY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CHILDHOOD_ALLERGY.gz
CHRONLARGE	Crohn's disease of large intestine	Other	216	93624	gs://finngen-public-data-r2/summary_stats/finngen_r2_CHRONLARGE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CHRONLARGE.gz
CHRONNAS	Chron's disease NAS	Other	288	93624	gs://finngen-public-data-r2/summary_stats/finngen_r2_CHRONNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CHRONNAS.gz
CHRONOTH	Other Chron's disease	Other	253	93624	gs://finngen-public-data-r2/summary_stats/finngen_r2_CHRONOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CHRONOTH.gz
CHRONSMALL	Crohn's disease of small interstine	Other	268	93624	gs://finngen-public-data-r2/summary_stats/finngen_r2_CHRONSMALL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CHRONSMALL.gz
COLITCOLLAG	Collagenous colitis	Other	300	93624	gs://finngen-public-data-r2/summary_stats/finngen_r2_COLITCOLLAG.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COLITCOLLAG.gz
COLITNONINFNAS	Noninfectious colitis NAS	Other	656	93624	gs://finngen-public-data-r2/summary_stats/finngen_r2_COLITNONINFNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COLITNONINFNAS.gz
COMB_ORAL_GLUCLOW	Combinations of oral blood glucose lowering drugs	Other	1430	85744	gs://finngen-public-data-r2/summary_stats/finngen_r2_COMB_ORAL_GLUCLOW.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COMB_ORAL_GLUCLOW.gz
CONGEN_HEART_ARTER	Congenital malformations of heart and great arteries	Other	580	95919	gs://finngen-public-data-r2/summary_stats/finngen_r2_CONGEN_HEART_ARTER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CONGEN_HEART_ARTER.gz
COPD_ASTHMA_INFECTIONS	COPD/asthma related infections	Other	22730	73769	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_ASTHMA_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_ASTHMA_INFECTIONS.gz
COPD_ASTHMA_PNEUMONIA_SEPSIS	COPD/asthma related pneumonia or pneumonia derived septichaemia	Other	10086	73769	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_ASTHMA_PNEUMONIA_SEPSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_ASTHMA_PNEUMONIA_SEPSIS.gz
COPD_COMORB	COPD-associated co-morbidities	Other	46196	50303	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_COMORB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_COMORB.gz
COPD_CVDMETABOCOMORB	COPD Co-morbidites, CVD and metabolic diseases	Other	29327	50303	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_CVDMETABOCOMORB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_CVDMETABOCOMORB.gz
COPD_EARLY	Early onset COPD	Other	1231	67360	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_EARLY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_EARLY.gz
COPD_EARLYANDLATER	COPD, early/later onset	Other	2261	67360	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_EARLYANDLATER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_EARLYANDLATER.gz
COPD_EARLYANDLATER_EXMORE	COPD, early/later onset (more excluded)	Other	2261	67360	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_EARLYANDLATER_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_EARLYANDLATER_EXMORE.gz
COPD_EARLY_EXMORE	Early onset COPD	Other	1231	67360	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_EARLY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_EARLY_EXMORE.gz
COPD_EXCL	COPD differential diagnosis	Other	30819	65680	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_EXCL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_EXCL.gz
COPD_HOSPITAL	COPD, hospital admissions	Other	2220	94279	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_HOSPITAL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_HOSPITAL.gz
COPD_HOSPITAL1	COPD, hospital admissions 1	Other	1618	94881	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_HOSPITAL1.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_HOSPITAL1.gz
COPD_HOSPITAL2	COPD, hospital admission 2	Other	1286	95213	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_HOSPITAL2.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_HOSPITAL2.gz
COPD_HOSPITAL3	COPD, hospital admissions 3	Other	1036	95463	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_HOSPITAL3.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_HOSPITAL3.gz
COPD_INSUFFICIENCY	COPD-related respiratory insufficiency	Other	1635	94864	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_INSUFFICIENCY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_INSUFFICIENCY.gz
COPD_LATER	Later onset COPD	Other	1030	67360	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_LATER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_LATER.gz
COPD_LATER_EXMORE	Later onset COPD	Other	1030	67360	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_LATER_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_LATER_EXMORE.gz
COPD_MODE	COPD (mode)	Other	1832	66218	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_MODE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_MODE.gz
COPD_MULTIMORB	COPD related to multimorbidity	Other	1590	94909	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_MULTIMORB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_MULTIMORB.gz
COPD_OPPORTUNIST_INFECTIONS	COPD related to chronic (opportunist) infections	Other	392	96107	gs://finngen-public-data-r2/summary_stats/finngen_r2_COPD_OPPORTUNIST_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COPD_OPPORTUNIST_INFECTIONS.gz
COX_ARTHROSIS	Coxarthrosis [arthrosis of hip](FG)	Other	3862	79075	gs://finngen-public-data-r2/summary_stats/finngen_r2_COX_ARTHROSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_COX_ARTHROSIS.gz
CPAP	Continuous positive airway pressure	Other	768	53684	gs://finngen-public-data-r2/summary_stats/finngen_r2_CPAP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CPAP.gz
CUSTOM_AMD	Wet or dry macular degeneration	Other	1266	47560	gs://finngen-public-data-r2/summary_stats/finngen_r2_CUSTOM_AMD.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CUSTOM_AMD.gz
CUSTOM_COLORECTAL_CANCER_EXALLC	Colorectal cancer	Other	843	95656	gs://finngen-public-data-r2/summary_stats/finngen_r2_CUSTOM_COLORECTAL_CANCER_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CUSTOM_COLORECTAL_CANCER_EXALLC.gz
CUSTOM_K50_AND_KELA_NOT_K51	Crohn disease (strict definition, all UC cases excluded)	Other	190	93624	gs://finngen-public-data-r2/summary_stats/finngen_r2_CUSTOM_K50_AND_KELA_NOT_K51.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CUSTOM_K50_AND_KELA_NOT_K51.gz
CUSTOM_K51_AND_KELA_NOT_K50	CUSTOM_K51_AND_KELA_NOT_K50	Other	721	93624	gs://finngen-public-data-r2/summary_stats/finngen_r2_CUSTOM_K51_AND_KELA_NOT_K50.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CUSTOM_K51_AND_KELA_NOT_K50.gz
CUSTOM_KELAIBD	IBD patients in KELA-register	Other	1246	93624	gs://finngen-public-data-r2/summary_stats/finngen_r2_CUSTOM_KELAIBD.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CUSTOM_KELAIBD.gz
C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	Other	493	95549	gs://finngen-public-data-r2/summary_stats/finngen_r2_C_DIFFICILE_ENTEROCOLITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C_DIFFICILE_ENTEROCOLITIS.gz
C_PSOR_ARTHR_COMORB	Psoriatic arthropathies related co-morbidities	Other	17525	53332	gs://finngen-public-data-r2/summary_stats/finngen_r2_C_PSOR_ARTHR_COMORB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C_PSOR_ARTHR_COMORB.gz
C_STROKE	STROKE	Other	7144	75420	gs://finngen-public-data-r2/summary_stats/finngen_r2_C_STROKE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C_STROKE.gz
D1_ICD8	ICD-8 DM (Sub-endpoint used for defining DM endpoints)	Other	230	93472	gs://finngen-public-data-r2/summary_stats/finngen_r2_D1_ICD8.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D1_ICD8.gz
D3_ACUTEPOSTBLEEDANAEMIA	Acute posthaemorrhagic anaemia	Blood, blood-forming organs, the immune mechanism	176	94380	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_ACUTEPOSTBLEEDANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_ACUTEPOSTBLEEDANAEMIA.gz
D3_AGRANULOCYTOSIS	Agranulocytosis	Blood, blood-forming organs, the immune mechanism	456	95634	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_AGRANULOCYTOSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_AGRANULOCYTOSIS.gz
D3_ALLERGPURPURA	Allergic purpura	Blood, blood-forming organs, the immune mechanism	172	95596	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_ALLERGPURPURA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_ALLERGPURPURA.gz
D3_ANAEMIA	Anaemias	Blood, blood-forming organs, the immune mechanism	4272	32736	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIA.gz
D3_ANAEMIANAS	Other and unspecified anaemias	Blood, blood-forming organs, the immune mechanism	1915	94380	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIANAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIANAS.gz
D3_ANAEMIA_B12_DEF	Vitamin B12 deficiency anaemia	Blood, blood-forming organs, the immune mechanism	737	93787	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIA_B12_DEF.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIA_B12_DEF.gz
D3_ANAEMIA_IRONDEF	Iron deficiency anaemia	Blood, blood-forming organs, the immune mechanism	2031	93787	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIA_IRONDEF.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIA_IRONDEF.gz
D3_ANAEMIA_IRONDEF_BLOODLOSS	Iron deficiency anaemia secondary to blood loss (chronic)	Blood, blood-forming organs, the immune mechanism	838	93787	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIA_IRONDEF_BLOODLOSS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIA_IRONDEF_BLOODLOSS.gz
D3_ANAEMIA_IRONDEF_NAS	Other and unspecified iron deficiency	Blood, blood-forming organs, the immune mechanism	1364	93787	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIA_IRONDEF_NAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_ANAEMIA_IRONDEF_NAS.gz
D3_APLASTICANDOTHANAEMIA	Aplastic and other anaemias	Blood, blood-forming organs, the immune mechanism	2119	94380	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_APLASTICANDOTHANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_APLASTICANDOTHANAEMIA.gz
D3_BLOOD	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Blood, blood-forming organs, the immune mechanism	6649	89850	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_BLOOD.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_BLOOD.gz
D3_BLOODOTHER	Other diseases of blood and blood-forming organs	Blood, blood-forming organs, the immune mechanism	865	95634	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_BLOODOTHER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_BLOODOTHER.gz
D3_COAGDEFNAS	Other and unspecified coagulation defects	Blood, blood-forming organs, the immune mechanism	186	95596	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_COAGDEFNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_COAGDEFNAS.gz
D3_COAGDEF_PURPUR_HAEMORRHAGIC	Coagulation defects, purpura and other haemorrhagic conditions	Blood, blood-forming organs, the immune mechanism	903	95596	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_COAGDEF_PURPUR_HAEMORRHAGIC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_COAGDEF_PURPUR_HAEMORRHAGIC.gz
D3_COAGOTHER	Other coagulation defects	Blood, blood-forming organs, the immune mechanism	307	95596	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_COAGOTHER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_COAGOTHER.gz
D3_HAEMOLYTICANAEMIA	Haemolytic anaemias	Blood, blood-forming organs, the immune mechanism	139	96360	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_HAEMOLYTICANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_HAEMOLYTICANAEMIA.gz
D3_IMMUDEF	Immunodeficiencies	Blood, blood-forming organs, the immune mechanism	214	96285	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_IMMUDEF.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_IMMUDEF.gz
D3_IMMUNEMECHANISM	Certain disorders involving the immune mechanism	Blood, blood-forming organs, the immune mechanism	1032	95467	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_IMMUNEMECHANISM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_IMMUNEMECHANISM.gz
D3_ITP	Idiopathic thrombocytopenic purpura	Blood, blood-forming organs, the immune mechanism	153	95596	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_ITP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_ITP.gz
D3_NUTRIANAEMIA	Nutritional anaemias	Blood, blood-forming organs, the immune mechanism	2712	93787	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_NUTRIANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_NUTRIANAEMIA.gz
D3_OTHERANAEMIA	Other anaemias	Blood, blood-forming organs, the immune mechanism	1937	94380	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_OTHERANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_OTHERANAEMIA.gz
D3_OTHERBLOOD	Oher diseases of blood and blood-forming organs	Blood, blood-forming organs, the immune mechanism	167	95634	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_OTHERBLOOD.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_OTHERBLOOD.gz
D3_OTHERWHITECELL	Other disorders of white blood cells	Blood, blood-forming organs, the immune mechanism	217	95634	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_OTHERWHITECELL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_OTHERWHITECELL.gz
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	Purpura and other haemorrhagic conditions	Blood, blood-forming organs, the immune mechanism	589	95596	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.gz
D3_SARCOIDOSIS	Sarcoidosis	Blood, blood-forming organs, the immune mechanism	733	95467	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_SARCOIDOSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_SARCOIDOSIS.gz
D3_THROMBOCYTOPENIANAS	Thrombocytopenia, unspecified	Blood, blood-forming organs, the immune mechanism	273	95596	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_THROMBOCYTOPENIANAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_THROMBOCYTOPENIANAS.gz
D3_WHITEBLOODCELLNAS	Other and unspecified disorders of white blood cells	Blood, blood-forming organs, the immune mechanism	152	95634	gs://finngen-public-data-r2/summary_stats/finngen_r2_D3_WHITEBLOODCELLNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_D3_WHITEBLOODCELLNAS.gz
DEATH		Other	7249	89250	gs://finngen-public-data-r2/summary_stats/finngen_r2_DEATH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DEATH.gz
DIABETES_FG	Diabetes, varying definitions	Other	14118	82381	gs://finngen-public-data-r2/summary_stats/finngen_r2_DIABETES_FG.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DIABETES_FG.gz
DIAB_MED	Diabetes medication	Other	12788	83689	gs://finngen-public-data-r2/summary_stats/finngen_r2_DIAB_MED.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DIAB_MED.gz
DIAB_MED_OTHER	Other (not insulin) diabetes medications	Other	10755	83711	gs://finngen-public-data-r2/summary_stats/finngen_r2_DIAB_MED_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DIAB_MED_OTHER.gz
DIALYSIS	Dialysis	Other	252	94872	gs://finngen-public-data-r2/summary_stats/finngen_r2_DIALYSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DIALYSIS.gz
DM_BCKGRND_RETINA	Background diabetic retinopathy	Other	865	90873	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_BCKGRND_RETINA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_BCKGRND_RETINA.gz
DM_COMORB	Diabetes-related co-morbidities/complications	Other	21079	75420	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_COMORB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_COMORB.gz
DM_COMORB_EXMORE	Diabetes-related co-morbidities/complications (more excluded)	Other	21079	69238	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_COMORB_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_COMORB_EXMORE.gz
DM_EYE_OEPR_RETINAL_PHOTOCOAGULATION	Retinal photocoagulation	Other	506	13014	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_EYE_OEPR_RETINAL_PHOTOCOAGULATION.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_EYE_OEPR_RETINAL_PHOTOCOAGULATION.gz
DM_EYE_OPER	Operations, diabetic retinopathy	Other	1104	10925	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_EYE_OPER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_EYE_OPER.gz
DM_EYE_OPER_REMOVAL_VITR_VIAPARSPLIC	Removal of vitreous/Extensive procedure in removing vitreous via pars plana/pars plicata	Other	266	13014	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_EYE_OPER_REMOVAL_VITR_VIAPARSPLIC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_EYE_OPER_REMOVAL_VITR_VIAPARSPLIC.gz
DM_EYE_OPER_VEGF_INJECT_VITR	Injection of anti-VEGF-antibody or corticosteroid or any drug into vitreous body	Other	823	94909	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_EYE_OPER_VEGF_INJECT_VITR.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_EYE_OPER_VEGF_INJECT_VITR.gz
DM_HYPOGLYC	Diabetic hypoglycemia	Other	1557	75420	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_HYPOGLYC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_HYPOGLYC.gz
DM_IBD	Diabetes 1 & 2, IBD co-morbidity	Other	13642	32142	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_IBD.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_IBD.gz
DM_KETOACIDOSIS	Diabetic ketoacidosis	Other	2252	75420	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_KETOACIDOSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_KETOACIDOSIS.gz
DM_KIDNEYFAIL	Diabetes, kidney failure	Other	729	95524	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_KIDNEYFAIL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_KIDNEYFAIL.gz
DM_MACULOPATHY	Diabetic maculopathy	Other	719	93713	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_MACULOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_MACULOPATHY.gz
DM_NEOVASCULAR_GLAUCOMA	Neovascular glaucoma	Other	213	90873	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_NEOVASCULAR_GLAUCOMA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_NEOVASCULAR_GLAUCOMA.gz
DM_NEPHORAPATHY_OPER	Diabetic nephropathy with related operations	Other	315	75420	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_NEPHORAPATHY_OPER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_NEPHORAPATHY_OPER.gz
